z,y,x,split,cube_size,rock,porosity,percolates_z,percolates_y,percolates_x
0,808,192,train,192,BanderaGray,0.1957514727557147,1.0,1.0,1.0
0,808,384,train,192,BanderaGray,0.20534953364619501,1.0,1.0,1.0
0,808,576,train,192,BanderaGray,0.24549795080114295,1.0,1.0,1.0
0,808,768,train,192,BanderaGray,0.23648212574146413,1.0,1.0,1.0
0,808,808,train,192,BanderaGray,0.24546503137659142,1.0,1.0,1.0
192,0,0,train,192,BanderaGray,0.22982406616210938,1.0,1.0,1.0
192,0,192,train,192,BanderaGray,0.24258253309461805,1.0,1.0,1.0
192,0,384,train,192,BanderaGray,0.21129127785011573,1.0,1.0,1.0
192,0,576,train,192,BanderaGray,0.2275694387930411,1.0,1.0,1.0
192,0,768,train,192,BanderaGray,0.20130383526837384,1.0,1.0,1.0
192,0,808,train,192,BanderaGray,0.20313616152162906,1.0,1.0,1.0
192,192,0,train,192,BanderaGray,0.20345617223668983,1.0,1.0,1.0
192,192,192,train,192,BanderaGray,0.23531553480360243,1.0,1.0,1.0
192,192,384,train,192,BanderaGray,0.1880950927734375,1.0,1.0,1.0
192,192,576,train,192,BanderaGray,0.20474553991247108,1.0,1.0,1.0
192,192,768,train,192,BanderaGray,0.22942578351056134,1.0,1.0,1.0
192,192,808,train,192,BanderaGray,0.25263355396412035,1.0,1.0,1.0
192,384,0,train,192,BanderaGray,0.20193099975585938,1.0,1.0,1.0
192,384,192,train,192,BanderaGray,0.19154287267614295,1.0,1.0,1.0
192,384,384,train,192,BanderaGray,0.19382010565863717,1.0,1.0,1.0
192,384,576,train,192,BanderaGray,0.20050953052662038,1.0,1.0,1.0
192,384,768,train,192,BanderaGray,0.18147673430266203,1.0,1.0,1.0
192,384,808,train,192,BanderaGray,0.19266962122034142,1.0,1.0,1.0
192,576,0,train,192,BanderaGray,0.18817082157841436,1.0,1.0,1.0
192,576,192,train,192,BanderaGray,0.19445956194842304,1.0,1.0,1.0
192,576,384,train,192,BanderaGray,0.2090584083839699,1.0,1.0,1.0
192,576,576,train,192,BanderaGray,0.23536540843822337,1.0,1.0,1.0
192,576,768,train,192,BanderaGray,0.21335206208405672,1.0,1.0,1.0
192,576,808,train,192,BanderaGray,0.20512785734953703,1.0,1.0,1.0
192,768,0,train,192,BanderaGray,0.19701639811197916,1.0,1.0,1.0
192,768,192,train,192,BanderaGray,0.2346123589409722,1.0,1.0,1.0
192,768,384,train,192,BanderaGray,0.21724941112377025,1.0,1.0,1.0
192,768,576,train,192,BanderaGray,0.21610132853190103,1.0,1.0,1.0
192,768,768,train,192,BanderaGray,0.21666124131944445,1.0,1.0,1.0
192,768,808,train,192,BanderaGray,0.23333090322989006,1.0,1.0,1.0
192,808,0,train,192,BanderaGray,0.1903466118706597,1.0,1.0,1.0
192,808,192,train,192,BanderaGray,0.22844003748010705,1.0,1.0,1.0
192,808,384,train,192,BanderaGray,0.2164245888038918,1.0,1.0,1.0
192,808,576,train,192,BanderaGray,0.21015195493344907,1.0,1.0,1.0
192,808,768,train,192,BanderaGray,0.21469525937680844,1.0,1.0,1.0
192,808,808,train,192,BanderaGray,0.22424712004484953,1.0,1.0,1.0
384,0,0,train,192,BanderaGray,0.2091837282533999,1.0,1.0,1.0
384,0,192,train,192,BanderaGray,0.22116286666304977,1.0,1.0,1.0
384,0,384,train,192,BanderaGray,0.19767238475658275,1.0,1.0,1.0
384,0,576,train,192,BanderaGray,0.21798621283637154,1.0,1.0,1.0
384,0,768,train,192,BanderaGray,0.19916506166811343,1.0,1.0,1.0
384,0,808,train,192,BanderaGray,0.20765389336480033,1.0,1.0,1.0
384,192,0,train,192,BanderaGray,0.19629923502604166,1.0,1.0,1.0
384,192,192,train,192,BanderaGray,0.21734138771339698,1.0,1.0,1.0
384,192,384,train,192,BanderaGray,0.20298964888961227,1.0,1.0,1.0
384,192,576,train,192,BanderaGray,0.21503731056495948,1.0,1.0,1.0
384,192,768,train,192,BanderaGray,0.21337947139033564,1.0,1.0,1.0
384,192,808,train,192,BanderaGray,0.21263574670862267,1.0,1.0,1.0
384,384,0,train,192,BanderaGray,0.18600294325086805,1.0,1.0,1.0
384,384,192,train,192,BanderaGray,0.1918028372305411,1.0,1.0,1.0
384,384,384,train,192,BanderaGray,0.22082844486942999,1.0,1.0,1.0
384,384,576,train,192,BanderaGray,0.24012290106879342,1.0,1.0,1.0
384,384,768,train,192,BanderaGray,0.23922687106662327,1.0,1.0,1.0
384,384,808,train,192,BanderaGray,0.22861918696650751,1.0,1.0,1.0
384,576,0,train,192,BanderaGray,0.24261305067274305,1.0,1.0,1.0
384,576,192,train,192,BanderaGray,0.20206677472149884,1.0,1.0,1.0
384,576,384,train,192,BanderaGray,0.2356239601417824,1.0,1.0,1.0
384,576,576,train,192,BanderaGray,0.24711086131908275,1.0,1.0,1.0
384,576,768,train,192,BanderaGray,0.2372590524178964,1.0,1.0,1.0
384,576,808,train,192,BanderaGray,0.2375556098090278,1.0,1.0,1.0
384,768,0,train,192,BanderaGray,0.23651334974500868,1.0,1.0,1.0
384,768,192,train,192,BanderaGray,0.2274393152307581,1.0,1.0,1.0
384,768,384,train,192,BanderaGray,0.2449949759024161,1.0,1.0,1.0
384,768,576,train,192,BanderaGray,0.22444110446506077,1.0,1.0,1.0
384,768,768,train,192,BanderaGray,0.24736771760163484,1.0,1.0,1.0
384,768,808,train,192,BanderaGray,0.2529943960684317,1.0,1.0,1.0
384,808,0,train,192,BanderaGray,0.21697786119249132,1.0,1.0,1.0
384,808,192,train,192,BanderaGray,0.2242642155400029,1.0,1.0,1.0
384,808,384,train,192,BanderaGray,0.23984909057617188,1.0,1.0,1.0
384,808,576,train,192,BanderaGray,0.20193071718569156,1.0,1.0,1.0
384,808,768,train,192,BanderaGray,0.22740964536313657,1.0,1.0,1.0
384,808,808,train,192,BanderaGray,0.23794145937319156,1.0,1.0,1.0
576,0,0,train,192,BanderaGray,0.16400669239185475,1.0,1.0,1.0
576,0,192,train,192,BanderaGray,0.22221219098126446,1.0,1.0,1.0
576,0,384,train,192,BanderaGray,0.20403741907190392,1.0,1.0,1.0
576,0,576,train,192,BanderaGray,0.2285673353407118,1.0,1.0,1.0
576,0,768,train,192,BanderaGray,0.19683809633608218,1.0,1.0,1.0
576,0,808,train,192,BanderaGray,0.19264532018590858,1.0,1.0,1.0
576,192,0,train,192,BanderaGray,0.20801205105251735,1.0,1.0,1.0
576,192,192,train,192,BanderaGray,0.23416603936089408,1.0,1.0,1.0
576,192,384,train,192,BanderaGray,0.2077143633807147,1.0,1.0,1.0
576,192,576,train,192,BanderaGray,0.22225062052408853,1.0,1.0,1.0
576,192,768,train,192,BanderaGray,0.1972646360044126,1.0,1.0,1.0
576,192,808,train,192,BanderaGray,0.19137290672019677,1.0,1.0,1.0
576,384,0,train,192,BanderaGray,0.1844400476526331,1.0,1.0,1.0
576,384,192,train,192,BanderaGray,0.20502726236979166,1.0,1.0,1.0
576,384,384,train,192,BanderaGray,0.20753606160481772,1.0,1.0,1.0
576,384,576,train,192,BanderaGray,0.20995669894748265,1.0,1.0,1.0
576,384,768,train,192,BanderaGray,0.2159846270525897,1.0,1.0,1.0
576,384,808,train,192,BanderaGray,0.20307795206705728,1.0,1.0,1.0
576,576,0,train,192,BanderaGray,0.21129650539822048,1.0,1.0,1.0
576,576,192,train,192,BanderaGray,0.1994111802842882,1.0,1.0,1.0
576,576,384,train,192,BanderaGray,0.2705280162669994,1.0,1.0,1.0
576,576,576,train,192,BanderaGray,0.1825526202166522,1.0,1.0,1.0
576,576,768,train,192,BanderaGray,0.20534374095775462,1.0,1.0,1.0
576,576,808,train,192,BanderaGray,0.21716237951208045,1.0,1.0,1.0
576,768,0,train,192,BanderaGray,0.24160611187970196,1.0,1.0,1.0
576,768,192,train,192,BanderaGray,0.1892546194571036,1.0,1.0,1.0
576,768,384,train,192,BanderaGray,0.20064869633427374,1.0,1.0,1.0
576,768,576,train,192,BanderaGray,0.22060012817382812,1.0,1.0,1.0
576,768,768,train,192,BanderaGray,0.23720677693684897,1.0,1.0,1.0
576,768,808,train,192,BanderaGray,0.22158785219545718,1.0,1.0,1.0
576,808,0,train,192,BanderaGray,0.21440421210394967,1.0,1.0,1.0
576,808,192,train,192,BanderaGray,0.18541321931061922,1.0,1.0,1.0
576,808,384,train,192,BanderaGray,0.1997224313241464,1.0,1.0,1.0
576,808,576,train,192,BanderaGray,0.2169869034378617,1.0,1.0,1.0
576,808,768,train,192,BanderaGray,0.2113199587221499,1.0,1.0,1.0
576,808,808,train,192,BanderaGray,0.2060936821831597,1.0,1.0,1.0
808,0,0,val,192,BanderaGray,0.17392335114655672,1.0,1.0,1.0
808,0,192,val,192,BanderaGray,0.13675548412181712,1.0,1.0,1.0
808,0,384,val,192,BanderaGray,0.15897567183883102,1.0,1.0,1.0
808,0,576,val,192,BanderaGray,0.18127158836082177,1.0,1.0,1.0
808,0,768,val,192,BanderaGray,0.19468957406503182,1.0,1.0,1.0
808,0,808,val,192,BanderaGray,0.17823155721028647,1.0,1.0,1.0
808,192,0,val,192,BanderaGray,0.18870855260778358,1.0,1.0,1.0
808,192,192,val,192,BanderaGray,0.21478455154984086,1.0,1.0,1.0
808,192,384,val,192,BanderaGray,0.18769214771412038,1.0,1.0,1.0
808,192,576,val,192,BanderaGray,0.2396113077799479,1.0,1.0,1.0
808,192,768,val,192,BanderaGray,0.22197525589554398,1.0,1.0,1.0
808,192,808,val,192,BanderaGray,0.21650384973596642,1.0,1.0,1.0
808,384,0,val,192,BanderaGray,0.17816925048828125,1.0,1.0,1.0
808,384,192,val,192,BanderaGray,0.17338604397243923,1.0,1.0,1.0
808,384,384,val,192,BanderaGray,0.17723648636429398,1.0,1.0,1.0
808,384,576,val,192,BanderaGray,0.20204727737991898,1.0,1.0,1.0
808,384,768,val,192,BanderaGray,0.17354032728407118,1.0,1.0,1.0
808,384,808,val,192,BanderaGray,0.1722118236400463,1.0,1.0,1.0
808,576,0,val,192,BanderaGray,0.1792414629900897,1.0,1.0,1.0
808,576,192,val,192,BanderaGray,0.18544034604673032,1.0,1.0,1.0
808,576,384,val,192,BanderaGray,0.20074024906864874,1.0,1.0,1.0
808,576,576,val,192,BanderaGray,0.2239895573368779,1.0,1.0,1.0
808,576,768,val,192,BanderaGray,0.2062869601779514,1.0,1.0,1.0
808,576,808,val,192,BanderaGray,0.2062671802662037,1.0,1.0,1.0
808,768,0,val,192,BanderaGray,0.1787404660825376,1.0,1.0,1.0
808,768,192,val,192,BanderaGray,0.20233705308702257,1.0,1.0,1.0
808,768,384,val,192,BanderaGray,0.1799079047309028,1.0,1.0,1.0
808,768,576,val,192,BanderaGray,0.21904260140878182,1.0,1.0,1.0
808,768,768,val,192,BanderaGray,0.18745153921621818,1.0,1.0,1.0
808,768,808,val,192,BanderaGray,0.18040833649811922,1.0,1.0,1.0
808,808,0,val,192,BanderaGray,0.1819551255967882,1.0,1.0,1.0
808,808,192,val,192,BanderaGray,0.20678230568214698,1.0,1.0,1.0
808,808,384,val,192,BanderaGray,0.19633187188042533,1.0,1.0,1.0
808,808,576,val,192,BanderaGray,0.21358292191116898,1.0,1.0,1.0
808,808,768,val,192,BanderaGray,0.19706570660626446,1.0,1.0,1.0
808,808,808,val,192,BanderaGray,0.19059668646918404,1.0,1.0,1.0
